    (1636,0)
    (1651,0)
    (1666,3)
    (1681,6)
    (1696,14)
    (1711,15)
    (1726,15)
    (1741,17)
    (1756,27)
    (1771,30)
    (1786,29)
    (1801,29)
    (1816,35)
    (1831,36)
    (1846,30)
    (1861,44)
    (1876,33)
    (1891,30)
    (1906,43)
    (1921,46)
    (1936,35)
    (1951,36)
    (1966,25)
    (1981,32)
    (1996,29)
    (2011,36)
    (2026,15)
    (2041,20)
    (2056,20)
    (2071,30)
    (2086,21)
    (2101,14)
    (2116,13)
    (2131,21)
    (2146,17)
    (2161,12)
    (2176,8)
    (2191,12)
    (2206,9)
    (2221,10)
    (2236,3)
mean=1928
standardDeviation=133
